"CampaignRepositoryContentID","IsDeleted","CampaignContentID","RepositoryContentName","Size","IsTrash","FullPath","CampaignContentTypeID","CampaignContentTypeIdentifier","AuditCreatedDate","AuditLastUpdatedDate"
"16564","False","13837","Avaliação de Reação - Treinamento Estratégico","0","False","/OPERACOES E CUSTOMER SERVICE /Treinamento Operacoes/EAD - Ferramenta Citrix - Atendimento ao Prestador","2021","ReactionSurvey::ReactionSurveyContent","20/08/2021 14:22:18","10/09/2021 08:50:00"
"16665","False","13938","Emergências obstétricas","0","False","/home/e/d/edilaine_vasconcelo","2021","ReactionSurvey::ReactionSurveyContent","09/09/2021 17:45:26","09/09/2021 17:45:26"
"16766","False","14039","Avaliação de Reação  - Manejo de Via Aérea Avançada","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","16/09/2021 08:45:46","16/09/2021 09:21:25"
"16867","False","14140","Formulário Incentivo Educacional 4° entrada 2021","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","27/09/2021 14:56:48","27/09/2021 14:56:48"
"16968","False","14241","Formulário Incentivo Educacional 4° entrada 2021","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","27/09/2021 14:56:57","27/09/2021 14:56:57"
"17069","False","14342","Formulário de inscrição - Incentivo Educacional 4° entrada 2021","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","27/09/2021 14:58:39","27/09/2021 14:58:39"
"17170","False","14443","Avaliação de reação","0","False","/home/g/a/gabriele_pedrosa_1","2021","ReactionSurvey::ReactionSurveyContent","20/10/2021 09:54:12","20/10/2021 09:54:12"
"17271","False","14544","Avaliação de Reação (PRESENCIAL/REMOTO) - Instrutores Diversos","0","False","/OPERACOES E CUSTOMER SERVICE /Treinamento Operacoes/Pesquisa Reacao","2021","ReactionSurvey::ReactionSurveyContent","03/11/2021 15:22:26","04/11/2021 10:35:21"
"17372","False","14645","Formulário de Idiomas 4° entrada Online ","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","09/11/2021 13:45:46","09/11/2021 16:07:37"
"17473","False","14746","Formulário de inscrição - Idiomas 4° entrada Presencial ","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","10/11/2021 15:30:01","10/11/2021 15:30:01"
"17574","False","14847","Formulário de Idiomas - 4° entrada presencial ","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","10/11/2021 15:42:32","10/11/2021 15:42:32"
"17675","False","14948","Avaliação de Reação ","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem","2021","ReactionSurvey::ReactionSurveyContent","22/11/2021 12:43:18","22/11/2021 13:04:10"
"17776","False","15049","Reciclagem SAC -  Avalição de reação","0","False","/OPERACOES E CUSTOMER SERVICE /CALL CENTER - 2022/CALL CENTER/2021_2020 Tambore /Reciclagem SAC","2021","ReactionSurvey::ReactionSurveyContent","26/11/2021 10:35:01","26/11/2021 10:35:01"
"17877","False","15150","Avaliação de Reação 2022 - EAD","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","30/12/2021 12:22:07","30/12/2021 12:22:07"
"17978","False","15251","Avaliação de Reação","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","13/01/2022 14:36:09","13/01/2022 14:36:09"
"18079","False","15352","Avaliação de reação","0","False","/CARE DELIVERY/TREINAMENTO","2021","ReactionSurvey::ReactionSurveyContent","18/01/2022 08:52:39","18/01/2022 08:52:39"
"18180","False","15453","Avaliação de reação","0","False","/CARE DELIVERY/TREINAMENTO","2021","ReactionSurvey::ReactionSurveyContent","18/01/2022 09:36:46","18/01/2022 09:36:46"
"18281","False","15554","Avaliação de reação","0","False","/CARE DELIVERY/TREINAMENTO","2021","ReactionSurvey::ReactionSurveyContent","18/01/2022 09:40:09","18/01/2022 09:40:09"
"18382","False","15655","Avaliação de reação","0","False","/CARE DELIVERY/TREINAMENTO","2021","ReactionSurvey::ReactionSurveyContent","18/01/2022 09:42:10","18/01/2022 09:42:10"
"18483","False","15756","PARA INÍCIO DE CONVERSA...","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","24/01/2022 17:23:41","24/01/2022 17:23:41"
"18584","False","15857","Avaliação de Reação 2021 (Presencial/Remoto)","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/CONTUMAZ","2021","ReactionSurvey::ReactionSurveyContent","09/02/2022 14:08:16","09/02/2022 14:08:16"
"18685","False","15958","Formulário de inscrição – Idiomas Presencial – 1° entrada 2022","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","16/02/2022 15:48:00","16/02/2022 15:48:00"
"18786","False","16059","Formulário Incentivo Educacional 2022 - 1° entrada","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","17/02/2022 21:33:02","17/02/2022 21:33:02"
"18887","False","16160","Social Selling - Pesquisa de Satisfação","0","False","/UNIVERSIDADE DE VENDAS/GESTAO PASSADA /2022","2021","ReactionSurvey::ReactionSurveyContent","04/03/2022 11:20:40","19/05/2022 15:46:40"
"18988","False","16261","Formulário de Idiomas 1° entrada 2022 Online","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","14/03/2022 15:41:11","14/03/2022 15:41:11"
"19089","False","16362","Avaliação de Reação - Módulo I","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 17:25:51","24/03/2022 17:25:51"
"19090","False","16363","Avaliação de Reação - Módulo X ","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:37:23","24/03/2022 18:37:23"
"19190","False","16463","Avaliação de Reação - Módulo II","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 17:39:32","24/03/2022 17:39:32"
"19191","False","16464","Avaliação de Reação - Módulo VII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:19:57","24/03/2022 18:19:57"
"19291","False","16564","Avaliação de Reação - Módulo III","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 17:48:51","24/03/2022 17:48:51"
"19292","False","16565","Avaliação de Reação - Módulo VI ","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:11:27","24/03/2022 18:11:27"
"19392","False","16665","Avaliação de Reação - Módulo IV","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 17:55:58","24/03/2022 17:55:58"
"19493","False","16766","Avaliação de Reação - Módulo V","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:00:46","24/03/2022 18:00:46"
"19494","False","16767","Avaliação de Reação - Módulo VIII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:24:26","24/03/2022 18:24:26"
"19594","False","16867","Avaliação de Reação - Módulo IX ","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Avaliacao de Reacao - Time de Pele","2021","ReactionSurvey::ReactionSurveyContent","24/03/2022 18:28:37","24/03/2022 18:28:37"
"19695","False","16968","AVALIAÇÃO DE REAÇÃO - EVENTOS","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","28/03/2022 18:31:30","28/03/2022 18:31:30"
"19796","False","17069","AVALIAÇÃO DE REAÇÃO - EVENTOS 2022","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","28/03/2022 18:54:21","28/03/2022 21:47:23"
"19897","False","17170","AVALIAÇÃO DE REAÇÃO REMOTO ","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","28/03/2022 19:16:06","28/03/2022 19:16:06"
"19898","False","17171","AVALIAÇÃO DE REAÇÃO EAD - SET-2022","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO - JAN-SET 2022","2021","ReactionSurvey::ReactionSurveyContent","28/03/2022 21:48:11","01/10/2022 22:44:56"
"19998","False","17271","AVALIAÇÃO DE REAÇÃO (PRESENCIAL E REMOTO) -  SET 2022","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO - JAN-SET 2022","2021","ReactionSurvey::ReactionSurveyContent","28/03/2022 19:19:48","01/10/2022 22:59:39"
"20099","False","17372","Avaliação de Reação - Aula I","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","30/03/2022 12:22:28","12/04/2022 09:30:12"
"20100","False","17373","Avaliação de Reação - Aula IV","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","30/03/2022 12:52:49","30/03/2022 12:52:49"
"20200","False","17473","Avaliação de Reação - Aula II","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","30/03/2022 12:28:40","30/03/2022 12:28:40"
"20201","False","17474","Avaliação de Reação  - Aula III","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","30/03/2022 12:43:18","12/04/2022 09:35:09"
"20301","False","17574","Avaliação de Reação - Aula V","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","06/04/2022 15:07:41","22/12/2022 10:08:39"
"20402","False","17675","Avaliação de Reação - Aula V","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","12/04/2022 12:38:00","12/04/2022 12:38:00"
"20503","False","17776","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:12","14/04/2022 07:15:12"
"20504","False","17777","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:19","14/04/2022 07:15:19"
"20505","False","17778","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:22","14/04/2022 07:15:22"
"20506","False","17779","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:22","14/04/2022 07:15:22"
"20604","False","17877","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:14","14/04/2022 07:15:14"
"20705","False","17978","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:15","14/04/2022 07:15:15"
"20706","False","17979","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:19","14/04/2022 07:15:19"
"20707","False","17980","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:22","14/04/2022 07:15:22"
"20708","False","17981","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:25","14/04/2022 07:15:25"
"20709","False","17982","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:26","14/04/2022 07:15:26"
"20806","False","18079","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:16","14/04/2022 07:15:16"
"20907","False","18180","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:18","14/04/2022 07:15:18"
"20908","False","18181","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:19","14/04/2022 07:15:19"
"20909","False","18182","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:19","14/04/2022 07:15:19"
"20910","False","18183","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:24","14/04/2022 07:15:24"
"21008","False","18281","ava[[[[[[[[[[[[[[[[[[[[[[[","0","False","/home/n/a/nayra_melo","2021","ReactionSurvey::ReactionSurveyContent","14/04/2022 07:15:21","14/04/2022 07:15:21"
"21109","False","18382","Novo Conecte-se com Amil","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","18/04/2022 13:01:13","18/04/2022 13:01:13"
"21210","False","18483","Avaliação de Reação - Aula VI","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","27/04/2022 10:45:18","27/04/2022 10:59:00"
"21311","False","18584","Conte um pouco da sua experiencia!!","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","28/04/2022 12:07:25","28/04/2022 15:18:10"
"21412","False","18685","Formulário de inscrição – Idiomas Presencial – 2° entrada 2022","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","13/05/2022 09:29:33","13/05/2022 09:39:48"
"21513","False","18786","  Formulário de Idiomas 2° entrada 2022 Online","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","13/05/2022 09:50:48","13/05/2022 09:50:48"
"21614","False","18887","Avaliação de Reação - Aula VII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","19/05/2022 14:59:57","19/05/2022 14:59:57"
"21715","False","18988","Formulário Incentivo Educacional - 2° entrada 2022","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","25/05/2022 21:07:59","25/05/2022 21:20:17"
"21816","False","19089","Avaliação de Reação - Aula VIII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","01/06/2022 17:49:35","21/06/2022 11:38:27"
"21917","False","19190","Avaliação de Reação - Aula IX","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","21/06/2022 11:39:22","21/06/2022 11:47:34"
"22018","False","4848","Atividade Presencial","0","False","/home/p/r/priscila_machado","2020","Video::WebMeetingContent","27/06/2022 09:26:21","27/06/2022 09:26:21"
"22119","False","19291","Queremos ouvir você","0","False","/UNIVERSIDADE DE VENDAS/GESTAO PASSADA /2022","2021","ReactionSurvey::ReactionSurveyContent","01/07/2022 15:53:36","01/07/2022 15:56:53"
"22220","False","19392","Avaliação de reação 2022 CWB","0","False","/OPERACOES E CUSTOMER SERVICE /CALL CENTER - 2022","2021","ReactionSurvey::ReactionSurveyContent","12/07/2022 09:42:11","12/07/2022 09:42:11"
"22321","False","19493","Formulário Incentivo Educacional - 3° entrada 2022","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","26/07/2022 14:46:55","26/07/2022 14:46:55"
"22422","False","19594","avaliação de desemp","0","False","/home/k/e/kelwin_carneiro","2021","ReactionSurvey::ReactionSurveyContent","29/07/2022 12:10:25","29/07/2022 12:10:25"
"22523","False","19695","Avaliação de Reação - Aula X","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 11:43:28","04/08/2022 11:43:28"
"22524","False","19696","Avaliação de Reação","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Amil - Educacao Corporativa","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 14:43:51","04/08/2022 14:43:51"
"22525","False","19697","Avaliação de Reação - Aula XV","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 14:59:50","04/08/2022 14:59:50"
"22526","False","19698","Avaliação de Reação - Aula XVI","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 15:06:18","04/08/2022 15:06:18"
"22624","False","19796","Avaliação de Reação - Aula XI","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 11:53:45","04/08/2022 11:53:45"
"22725","False","19897","Avaliação de Reação - Aula XII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 11:59:25","04/08/2022 11:59:25"
"22726","False","19898","Avaliação de Reação - Aula XIII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 13:54:31","04/08/2022 13:54:31"
"22826","False","19998","Avaliação de Reação - Aula XIV","0","False","/","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 14:16:34","04/08/2022 14:16:34"
"22927","False","20099","Avaliação de Reação - Aula XIV","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 14:52:46","04/08/2022 14:52:46"
"23028","False","20200","Avaliação de Reação - Aula XVII","0","False","/EDUCACAO CORPORATIVA/Nucleo de Solucoes de Aprendizagem/Programa de Formacao de Avaliadores Internos/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","04/08/2022 15:22:43","04/08/2022 15:22:43"
"23129","False","20301","Formulário de inscrição – Idiomas Presencial – 3° entrada 2022","0","False","/","2021","ReactionSurvey::ReactionSurveyContent","24/08/2022 09:57:02","24/08/2022 09:57:02"
"23230","False","20402","Formulário de inscrição – Idiomas Presencial – 3° entrada 2022","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","24/08/2022 11:52:16","24/08/2022 11:52:16"
"23231","False","20403","Formulário de Idiomas 3° entrada 2022 Online","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","24/08/2022 12:28:13","24/08/2022 12:34:46"
"23331","False","20503","NIP","0","False","/Performance de Valor/Colaborador/Avaliacoes de Conhecimento","2021","ReactionSurvey::ReactionSurveyContent","16/09/2022 14:14:41","16/09/2022 14:14:41"
"23432","False","4949","teste","0","True","/","2020","Video::WebMeetingContent","21/09/2022 08:25:11","21/09/2022 08:25:11"
"23533","False","20604","AVALIAÇÃO DE REAÇÃO","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","21/09/2022 11:46:03","21/09/2022 11:46:03"
"23634","False","20705","Avaliação de Reação - EAD","0","False","/EDUCACAO CORPORATIVA/EDUCACAO CORPORATIVA AMIL /AMIL EDUCACAO","2021","ReactionSurvey::ReactionSurveyContent","26/09/2022 15:17:05","17/02/2023 13:16:06"
"23735","False","20806","AVALIAÇÃO REAÇÃO EAD - 2022","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO  - OUT-DEZ 2022","2021","ReactionSurvey::ReactionSurveyContent","30/09/2022 09:57:22","01/10/2022 23:02:42"
"23836","False","20907","AVALIACAO REAÇÃO (PRESENCIAL/REMOTO) 2022 ","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO  - OUT-DEZ 2022","2021","ReactionSurvey::ReactionSurveyContent","01/10/2022 23:04:15","11/11/2022 10:35:38"
"23937","False","21008","AVALIAÇÃO REAÇÃO (PRES/REMOTO) 2022 (+)","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","01/10/2022 23:28:50","01/10/2022 23:28:50"
"24038","False","5050","Teste UVA","0","False","/home/j/o/jose_gatti","2020","Video::WebMeetingContent","13/10/2022 09:25:20","13/10/2022 09:25:20"
"24139","False","21109","Teste UVA","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","13/10/2022 09:46:49","13/10/2022 09:46:49"
"24240","False","21210","Nos conte o que você achou do treinamento!","0","False","/UNIVERSIDADE DE VENDAS/4 - RECURSOS PADRAO (PRESENCA, AVALIACAO, TERMO)","2021","ReactionSurvey::ReactionSurveyContent","14/10/2022 16:52:33","11/01/2024 14:35:05"
"24341","False","21311","AVALIACAO DE REAÇÃO - DARCINELY","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO  - OUT-DEZ 2022/AVALIACAO POR ANALISTAS","2021","ReactionSurvey::ReactionSurveyContent","31/10/2022 08:21:10","31/10/2022 08:21:10"
"24442","False","21412","AVALIAÇÃO DE REAÇÃO - RENATA FELIX","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO  - OUT-DEZ 2022/AVALIACAO POR ANALISTAS","2021","ReactionSurvey::ReactionSurveyContent","31/10/2022 08:50:44","31/10/2022 08:50:44"
"24543","False","21513","Nos conte o que você achou do treinamento","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","09/11/2022 14:04:08","09/11/2022 14:05:57"
"24644","False","21614","AVALIAÇÃO REAÇÃO - KARIM","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO REACAO  - OUT-DEZ 2022/AVALIACAO POR ANALISTAS","2021","ReactionSurvey::ReactionSurveyContent","13/11/2022 20:01:52","13/11/2022 20:01:52"
"24745","False","21715","AVALIAÇÃO DE REAÇÃO (PRESENCIAL/REMOTO) ","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","28/12/2022 13:54:33","28/12/2022 13:58:00"
"24846","False","21816","AVALIAÇÃO DE REAÇÃO  (PRESENCIAL/REMOTO)","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO DE REACAO - MODELO 2023","2021","ReactionSurvey::ReactionSurveyContent","28/12/2022 13:59:36","20/01/2023 17:35:49"
"24847","False","21817","AVALIAÇÃO DE REAÇÃO - EAD","0","False","/OPERACOES E CUSTOMER SERVICE /01-TR OPERACOES - 2022/AVALIACAO DE REACAO/AVALIACAO DE REACAO - MODELO 2023","2021","ReactionSurvey::ReactionSurveyContent","28/12/2022 14:37:12","28/12/2022 14:37:16"
"24947","False","21917","Avaliação de reação - Geral","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","18/01/2023 10:19:12","07/12/2023 11:22:07"
"25048","False","22018","Formulário de Idiomas - Estagiários 2023 ","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","24/01/2023 16:16:10","24/01/2023 16:16:10"
"25149","False","22119","Avaliação de Reação: Manhã com Estratégia","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","10/02/2023 09:18:10","10/02/2023 09:21:21"
"25250","False","22220","AVR TESTE","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","10/02/2023 09:26:36","10/02/2023 09:26:36"
"25351","False","22321","Avaliação de reação - Onboarding Líder","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","17/02/2023 10:40:21","29/09/2023 12:13:29"
"25452","False","22422","Avaliação de Reação - Presencial/Blended","0","False","/EDUCACAO CORPORATIVA/EDUCACAO CORPORATIVA AMIL /AMIL EDUCACAO","2021","ReactionSurvey::ReactionSurveyContent","17/02/2023 13:30:45","16/05/2023 10:18:47"
"25553","False","22523","Avaliação de Reação - Presencial","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","11/04/2023 16:09:16","11/04/2023 16:09:16"
"25654","False","22624","Queremos saber sua opinião!","0","False","/home/e/r/erica_biondo","2021","ReactionSurvey::ReactionSurveyContent","19/04/2023 15:49:45","19/04/2023 15:49:45"
"25755","False","22725","Avaliação de Reação","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","09/05/2023 15:18:28","09/05/2023 15:18:28"
"25856","False","22826","Avaliação de Reação ","0","False","/home/l/e/leticia_silva_68","2021","ReactionSurvey::ReactionSurveyContent","12/05/2023 08:46:45","12/05/2023 08:46:45"
"25857","False","22827","Avaliação de Reação","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","12/05/2023 11:23:07","12/05/2023 11:23:07"
"25957","False","22927","Avaliação de Reação","0","False","/home/l/e/leticia_silva_68","2021","ReactionSurvey::ReactionSurveyContent","12/05/2023 08:49:18","12/05/2023 08:49:18"
"25958","False","22928","Avaliação de Reação","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","12/05/2023 11:18:32","12/05/2023 11:18:32"
"26058","False","23028","Avaliação de Reação","0","True","/","2021","ReactionSurvey::ReactionSurveyContent","12/05/2023 11:37:36","12/05/2023 11:37:36"
"26159","False","23129","teste 1","0","False","/","2021","ReactionSurvey::ReactionSurveyContent","15/05/2023 16:22:18","15/05/2023 16:22:18"
